0	-0.606143057	0.028423203	0	0	0.3474	28.053	0	-8.81138688	-11.91178515	0	0	-3	-999	0	0	0	0	7.9924E-12	0	0.232897621							
1	9.608105659	12.98569489	4.576421738	9.151110649	10.022	1449.25	530.49	11.85472492	10.64198323	21	33	999	13.7	1	0.999999499	1	0.99998343	1	33	20.87416954							
1	-0.071272939	0.106540851	0.030637477	0	0.7056	170.9204	0	2.735804055	2.735804055	0	0	999	-999	0	0	0	0	1	1	0.261317171							
1	1.376874328	1.113330007	0	0.804592967	2.2145	263.4414	31.48	4.358111455	3.229237208	0	1	999	8.5	0	0.926412444	0	0	0.073587556	2	0.294439987							
1	2.200494289	2.769512892	0.135052174	2.206451178	2.6344	341.4066	70.47	2.060874952	0.558128255	1	7	999	8.9	0	0.96934657	0	0	0.03065343	6	0.427646875							
1	1.664719105	2.20212388	0.33332938	1.639987707	2.4358	330.2513	35.58	1.757457814	1.345022095	1	4	999	7.6	0	0.61313682	0	0	0.38686318	5	0.276987141							
1	1.855737925	2.195812702	0.047130145	0.818977416	4.1847	588.4963	26.3	10.25999226	10.25999226	0	2	999	-999	0	0	0	0	1	7	0.758228192							
1	0.873343587	1.785535812	0.694474101	1.423633456	1.7984	279.1304	75.27	1.869757978	1.657337141	2	5	7.6	-999	0	0	0.38686318	0	0.61313682	3	0.365234624							
1	2.347256184	3.427568436	0.344417661	2.625139713	3.3939	476.5029	180.22	-0.854679795	-0.875900908	2	11	999	6.1	0	0.047726721	0	0	0.952273279	13	0.494261647							
1	0.786117971	1.923803329	1.093891263	1.448329449	1.4003	188.1807	109.49	-3.12623085	-6.813842918	4	6	3.5	-999	1	0	0.999874123	0	0.000125877	5	0.469804678							
1	1.91902864	2.581267595	0.396254718	1.829287052	3.155	396.4965	49.41	2.863002369	0.381243886	1	4	999	10	0	0.997494407	0	0	0.002505593	8	0.456927881							
1	1.789951801	2.285549879	0.736677647	1.146020412	1.9955	271.2675	75.63	2.357516013	2.355790625	2	5	9.8	-999	0	0	0.003965286	0	0.996034714	4	0.448372377							
1	1.541185379	2.669309378	0.681962132	1.728720307	1.3369	222.2472	151.66	-0.68271356	-1.09514928	3	7	7.2	-999	0	0	0.61313682	0	0.38686318	2	0.558396401							
1	1.846675754	2.655997992	0.351012647	2.174696445	2.7509	366.4354	140.78	-0.270719391	-0.291940504	2	8	999	6.1	0	0.047726721	0	0	0.952273279	9	0.432711986							
1	2.012270451	2.5477314	0.364674032	1.413850784	2.9614	385.4767	97.77	2.485643856	2.485643856	1	5	999	-999	0	0	0	0	1	11	0.311014837							
1	1.809762001	1.66891551	0.245482966	2.332986832	3.4396	453.5691	68.23	2.201116555	1.423832331	1	6	999	8.1	0	0.833662469	0	0	0.166337531	6	0.79226367							
1	1.584781289	1.67553699	0	1.40551126	3.0483	353.4965	29.54	4.959588908	3.173998182	0	3	999	9.2	0	0.984398338	0	0	0.015601662	9	0.315403136							
1	1.415341377	3.299404144	0.102460593	2.225134611	3.4934	480.5036	136.19	2.566801307	2.566801307	0	10	999	-999	0	0	0	0	1	13	0.70416005							
1	2.302775145	3.467816591	0.434301585	2.392452002	3.102	432.4807	93.06	1.759095792	1.759095792	2	6	999	-999	0	0	0	0	1	3	0.23724537							
1	1.81	1.94	0.83	2.21	1.522	225.2	114.76	-1.45	-1.455473764	4	8	9.4	2.2	0	6.24706E-06	0.009900928	6.24706E-08	0.990092763	4	0.869121971							
1	1.681724906	1.707476497	0.189445302	1.251163006	2.7185	363.877	47.56	4.501294997	3.463338407	1	4	999	8.4	0	0.909090909	0	0	0.090909091	8	0.527761062							
